trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr_start,config/policy_lr_end,config/q_lr_start,config/q_lr_end,config/alpha,config/eta,config/autotune,config/target_entropy_scale,config/use_linear_schedule,config/saddle_point_optimization,config/kl_loss,config/__trial_index__
5b388f0d,38.4,1711577925,,True,30,2024-03-27_23-18-45,22.410993814468384,643.396632194519,42109,Nicolass-Air.technicolor.net,127.0.0.1,643.396632194519,30,"1_trial_index=0,alpha=1.2352,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0052,q_lr_end=0.0010,q_lr_start=0.0624,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,1.0,0.005193119809254613,0.001,0.06239667059140392,0.001,1.235196696979522,,False,0.1,True,True,True,0
695c2d9e,31.8,1711577827,,True,30,2024-03-27_23-17-07,22.58063316345215,538.2947051525116,42119,Nicolass-Air.technicolor.net,127.0.0.1,538.2947051525116,30,"2_trial_index=1,alpha=1.2352,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0052,q_lr_end=0.0010,q_lr_start=0.0624,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,1.0,0.005193119809254613,0.001,0.06239667059140392,0.001,1.235196696979522,,False,0.1,True,True,True,1
0cb3c24c,40.8,1711578029,,True,30,2024-03-27_23-20-29,28.90048599243164,733.8035137653351,42136,Nicolass-Air.technicolor.net,127.0.0.1,733.8035137653351,30,"3_trial_index=2,alpha=1.2352,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0052,q_lr_end=0.0010,q_lr_start=0.0624,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,1.0,0.005193119809254613,0.001,0.06239667059140392,0.001,1.235196696979522,,False,0.1,True,True,True,2
583edafe,8.0,1711577540,,True,30,2024-03-27_23-12-20,8.155762195587158,236.2329020500183,42144,Nicolass-Air.technicolor.net,127.0.0.1,236.2329020500183,30,"4_trial_index=0,alpha=8.2990,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0870,q_lr_end=0.0010,q_lr_start=0.0038,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,8,0.99,0.08703161652451621,0.001,0.003784948677719114,0.001,8.298984903982968,,False,0.1,True,True,True,0
e8ce2c19,9.0,1711577570,,True,30,2024-03-27_23-12-50,8.140520095825195,255.78470706939697,42155,Nicolass-Air.technicolor.net,127.0.0.1,255.78470706939697,30,"5_trial_index=1,alpha=8.2990,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0870,q_lr_end=0.0010,q_lr_start=0.0038,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,8,0.99,0.08703161652451621,0.001,0.003784948677719114,0.001,8.298984903982968,,False,0.1,True,True,True,1
613c56a8,9.0,1711577591,,True,30,2024-03-27_23-13-11,8.271559238433838,266.7291021347046,42167,Nicolass-Air.technicolor.net,127.0.0.1,266.7291021347046,30,"6_trial_index=2,alpha=8.2990,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0870,q_lr_end=0.0010,q_lr_start=0.0038,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,8,0.99,0.08703161652451621,0.001,0.003784948677719114,0.001,8.298984903982968,,False,0.1,True,True,True,2
51db8c44,0.0,1711577353,,True,2,2024-03-27_23-09-13,0.2945711612701416,15.969295263290405,42177,Nicolass-Air.technicolor.net,127.0.0.1,15.969295263290405,2,"7_trial_index=0,alpha=0.2951,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.2928,q_lr_end=0.0010,q_lr_start=0.4665,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,8,1.0,0.29278341627519683,0.001,0.466517716417186,0.001,0.2950584747271019,,False,0.1,True,True,True,0
f56677b8,0.0,1711577371,,True,2,2024-03-27_23-09-31,0.9322550296783447,18.99352788925171,42194,Nicolass-Air.technicolor.net,127.0.0.1,18.99352788925171,2,"8_trial_index=1,alpha=0.2951,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.2928,q_lr_end=0.0010,q_lr_start=0.4665,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,8,1.0,0.29278341627519683,0.001,0.466517716417186,0.001,0.2950584747271019,,False,0.1,True,True,True,1
828f389c,0.0,1711577409,,True,3,2024-03-27_23-10-09,0.5740959644317627,55.26385498046875,42177,Nicolass-Air.technicolor.net,127.0.0.1,55.26385498046875,3,"9_trial_index=2,alpha=0.2951,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.2928,q_lr_end=0.0010,q_lr_start=0.4665,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,8,1.0,0.29278341627519683,0.001,0.466517716417186,0.001,0.2950584747271019,,False,0.1,True,True,True,2
8da3cd14,9.0,1711577546,,True,30,2024-03-27_23-12-26,5.541239976882935,174.88050937652588,42194,Nicolass-Air.technicolor.net,127.0.0.1,174.88050937652588,30,"10_trial_index=0,alpha=2.2232,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0248,q_lr_end=0.0010,q_lr_start=0.0275,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,0.99,0.024837166449517552,0.001,0.027506123770963006,0.001,2.223231946588979,,False,0.1,True,True,True,0
f4a15e65,8.0,1711577558,,True,30,2024-03-27_23-12-38,4.483648777008057,149.06699323654175,42177,Nicolass-Air.technicolor.net,127.0.0.1,149.06699323654175,30,"11_trial_index=1,alpha=2.2232,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0248,q_lr_end=0.0010,q_lr_start=0.0275,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,0.99,0.024837166449517552,0.001,0.027506123770963006,0.001,2.223231946588979,,False,0.1,True,True,True,1
82e8b3a6,8.0,1711577689,,True,30,2024-03-27_23-14-49,4.361167907714844,149.26588320732117,42144,Nicolass-Air.technicolor.net,127.0.0.1,149.26588320732117,30,"12_trial_index=2,alpha=2.2232,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0248,q_lr_end=0.0010,q_lr_start=0.0275,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,0.99,0.024837166449517552,0.001,0.027506123770963006,0.001,2.223231946588979,,False,0.1,True,True,True,2
fc6bce32,30.8,1711577862,,True,30,2024-03-27_23-17-42,10.933579921722412,314.96997475624084,42194,Nicolass-Air.technicolor.net,127.0.0.1,314.96997475624084,30,"13_trial_index=0,alpha=5.8988,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0160,q_lr_end=0.0010,q_lr_start=0.2529,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,1.0,0.016029239643087407,0.001,0.25289086789829107,0.001,5.898786966816588,,False,0.1,True,True,True,0
6cb23f34,8.0,1711577691,,True,30,2024-03-27_23-14-51,3.9237539768218994,132.45188808441162,42177,Nicolass-Air.technicolor.net,127.0.0.1,132.45188808441162,30,"14_trial_index=1,alpha=5.8988,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0160,q_lr_end=0.0010,q_lr_start=0.2529,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,1.0,0.016029239643087407,0.001,0.25289086789829107,0.001,5.898786966816588,,False,0.1,True,True,True,1
3c6c5f0e,8.0,1711577704,,True,30,2024-03-27_23-15-04,4.358547925949097,134.34420800209045,42155,Nicolass-Air.technicolor.net,127.0.0.1,134.34420800209045,30,"15_trial_index=2,alpha=5.8988,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0160,q_lr_end=0.0010,q_lr_start=0.2529,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,450,5,4,1.0,0.016029239643087407,0.001,0.25289086789829107,0.001,5.898786966816588,,False,0.1,True,True,True,2
d129187a,8.0,1711577941,,True,30,2024-03-27_23-19-01,11.017577171325684,349.2232737541199,42167,Nicolass-Air.technicolor.net,127.0.0.1,349.2232737541199,30,"16_trial_index=0,alpha=0.7866,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1893,q_lr_end=0.0010,q_lr_start=0.0132,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,8,0.99,0.18932335563049413,0.001,0.01320377927803007,0.001,0.7866409966324064,,False,0.1,True,True,True,0
e82e6c12,9.0,1711578082,,True,30,2024-03-27_23-21-22,12.029161930084229,392.0577754974365,42144,Nicolass-Air.technicolor.net,127.0.0.1,392.0577754974365,30,"17_trial_index=1,alpha=0.7866,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1893,q_lr_end=0.0010,q_lr_start=0.0132,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,8,0.99,0.18932335563049413,0.001,0.01320377927803007,0.001,0.7866409966324064,,False,0.1,True,True,True,1
63a1bb98,8.0,1711578036,,True,30,2024-03-27_23-20-36,11.317622184753418,345.02016496658325,42177,Nicolass-Air.technicolor.net,127.0.0.1,345.02016496658325,30,"18_trial_index=2,alpha=0.7866,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1893,q_lr_end=0.0010,q_lr_start=0.0132,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,500,5,8,0.99,0.18932335563049413,0.001,0.01320377927803007,0.001,0.7866409966324064,,False,0.1,True,True,True,2
376eaa0a,8.0,1711577931,,True,30,2024-03-27_23-18-51,7.672579050064087,226.86912727355957,42155,Nicolass-Air.technicolor.net,127.0.0.1,226.86912727355957,30,"19_trial_index=0,alpha=3.0896,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0640,q_lr_end=0.0010,q_lr_start=0.1145,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,8,1.0,0.0640276300919144,0.001,0.11447174601196863,0.001,3.0896096196327196,,False,0.1,True,True,True,0
355a8243,8.0,1711578052,,True,30,2024-03-27_23-20-52,7.150973081588745,224.80733466148376,42119,Nicolass-Air.technicolor.net,127.0.0.1,224.80733466148376,30,"20_trial_index=1,alpha=3.0896,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0640,q_lr_end=0.0010,q_lr_start=0.1145,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,8,1.0,0.0640276300919144,0.001,0.11447174601196863,0.001,3.0896096196327196,,False,0.1,True,True,True,1
2d1f99cf,8.0,1711578074,,True,30,2024-03-27_23-21-14,6.332679986953735,211.91476607322693,42194,Nicolass-Air.technicolor.net,127.0.0.1,211.91476607322693,30,"21_trial_index=2,alpha=3.0896,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,kl_loss=True,num_envs=8,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0640,q_lr_end=0.0010,q_lr_start=0.1145,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=100,update_policy_epochs=500,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,100,500,5,8,1.0,0.0640276300919144,0.001,0.11447174601196863,0.001,3.0896096196327196,,False,0.1,True,True,True,2
13f3e4ba,22.0,1711578490,,True,30,2024-03-27_23-28-10,18.650779962539673,564.5349228382111,42109,Nicolass-Air.technicolor.net,127.0.0.1,564.5349228382111,30,"22_trial_index=0,alpha=0.4692,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0038,q_lr_end=0.0010,q_lr_start=0.0079,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,0.99,0.003813118106350051,0.001,0.007923340088334507,0.001,0.4691537246875604,,False,0.1,True,True,True,0
22c7ce87,33.6,1711578366,,True,30,2024-03-27_23-26-06,18.803198099136353,434.7464408874512,42155,Nicolass-Air.technicolor.net,127.0.0.1,434.7464408874512,30,"23_trial_index=1,alpha=0.4692,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0038,q_lr_end=0.0010,q_lr_start=0.0079,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,0.99,0.003813118106350051,0.001,0.007923340088334507,0.001,0.4691537246875604,,False,0.1,True,True,True,1
7a0b7e4d,31.0,1711578349,,True,30,2024-03-27_23-25-49,19.82807993888855,407.01880502700806,42167,Nicolass-Air.technicolor.net,127.0.0.1,407.01880502700806,30,"24_trial_index=2,alpha=0.4692,autotune=False,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,kl_loss=True,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0038,q_lr_end=0.0010,q_lr_start=0.0079,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=200,track=False,update_epochs=300,update_policy_epochs=450,use_linear_schedule=True,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,200,30,10000,300,450,5,4,0.99,0.003813118106350051,0.001,0.007923340088334507,0.001,0.4691537246875604,,False,0.1,True,True,True,2
