trial_id,reward,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/exp_name,config/seed,config/torch_deterministic,config/cuda,config/track,config/wandb_project_name,config/wandb_entity,config/capture_video,config/env_id,config/total_timesteps,config/num_updates,config/buffer_size,config/update_epochs,config/update_policy_epochs,config/num_rollouts,config/num_envs,config/gamma,config/policy_lr_start,config/policy_lr_end,config/q_lr_start,config/q_lr_end,config/alpha,config/eta,config/autotune,config/target_entropy_scale,config/use_linear_schedule,config/saddle_point_optimization,config/use_kl_loss,config/__trial_index__
d97bc897,9.0,1711738492,,True,30,2024-03-29_19-54-52,2.4312219619750977,58.71653723716736,20543,Nicolass-Air.technicolor.net,127.0.0.1,58.71653723716736,30,"1_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,4,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
69451c06,0.0,1711738482,,True,15,2024-03-29_19-54-42,0.8095228672027588,40.26738238334656,20551,Nicolass-Air.technicolor.net,127.0.0.1,40.26738238334656,15,"2_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,0.99,0.1,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
d6acae7d,56.6,1711738591,,True,30,2024-03-29_19-56-31,4.895914077758789,140.66405487060547,20563,Nicolass-Air.technicolor.net,127.0.0.1,140.66405487060547,30,"3_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,2,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
4acd9506,10.0,1711738554,,True,30,2024-03-29_19-55-54,3.0191969871520996,93.33057761192322,20570,Nicolass-Air.technicolor.net,127.0.0.1,93.33057761192322,30,"4_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,1,0.99,0.004,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
c1a37b53,16.0,1711738569,,True,30,2024-03-29_19-56-09,2.506610870361328,97.5563337802887,20578,Nicolass-Air.technicolor.net,127.0.0.1,97.5563337802887,30,"5_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,2,0.99,0.004,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
3bdf2883,52.6,1711738708,,True,30,2024-03-29_19-58-28,7.774838924407959,224.95595359802246,20551,Nicolass-Air.technicolor.net,127.0.0.1,224.95595359802246,30,"6_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,4,1.0,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
250d067f,11.0,1711738563,,True,30,2024-03-29_19-56-03,1.8391003608703613,70.80719184875488,20543,Nicolass-Air.technicolor.net,127.0.0.1,70.80719184875488,30,"7_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,0.99,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
983339e7,10.0,1711738594,,True,30,2024-03-29_19-56-34,1.4052741527557373,86.74301743507385,20621,Nicolass-Air.technicolor.net,127.0.0.1,86.74301743507385,30,"8_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,2,1.0,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
4f4e8efb,8.0,1711738575,,True,30,2024-03-29_19-56-15,1.0465748310089111,52.13984036445618,20639,Nicolass-Air.technicolor.net,127.0.0.1,52.13984036445618,30,"9_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,1,1.0,0.1,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
1dadb824,48.2,1711738655,,True,30,2024-03-29_19-57-35,5.12199592590332,111.80647921562195,20679,Nicolass-Air.technicolor.net,127.0.0.1,111.80647921562195,30,"10_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,0.99,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
1ef340c6,0.0,1711738752,,True,21,2024-03-29_19-59-12,0.704998254776001,44.17869687080383,20570,Nicolass-Air.technicolor.net,127.0.0.1,44.17869687080383,21,"11_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,2,1.0,0.004,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
25dfb8d8,10.0,1711738860,,True,30,2024-03-29_20-01-00,3.264618158340454,134.59337973594666,20865,Nicolass-Air.technicolor.net,127.0.0.1,134.59337973594666,30,"12_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,4,0.99,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
6b72b0fa,11.4,1711738783,,True,30,2024-03-29_19-59-43,1.7847278118133545,48.286946296691895,20874,Nicolass-Air.technicolor.net,127.0.0.1,48.286946296691895,30,"13_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,300,5,2,0.99,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
ff4b0be1,10.0,1711738817,,True,30,2024-03-29_20-00-17,2.554236888885498,74.38449430465698,20883,Nicolass-Air.technicolor.net,127.0.0.1,74.38449430465698,30,"14_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0040,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,1.0,0.004,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
62160d2b,28.6,1711738949,,True,30,2024-03-29_20-02-29,3.8744587898254395,193.87847185134888,20889,Nicolass-Air.technicolor.net,127.0.0.1,193.87847185134888,30,"15_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,0.99,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
13be0767,10.0,1711738940,,True,30,2024-03-29_20-02-20,1.279465913772583,179.66498613357544,20570,Nicolass-Air.technicolor.net,127.0.0.1,179.66498613357544,30,"16_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=50,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,50,450,5,2,1.0,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
d16be0c7,11.0,1711738838,,True,30,2024-03-29_20-00-38,1.676354169845581,62.7487268447876,20924,Nicolass-Air.technicolor.net,127.0.0.1,62.7487268447876,30,"17_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,0.99,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
3578d677,20.0,1711738889,,True,30,2024-03-29_20-01-29,2.245905876159668,105.6073751449585,20874,Nicolass-Air.technicolor.net,127.0.0.1,105.6073751449585,30,"18_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,0.99,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
fdd8ccc5,10.0,1711738882,,True,30,2024-03-29_20-01-22,2.081252098083496,86.18426251411438,20942,Nicolass-Air.technicolor.net,127.0.0.1,86.18426251411438,30,"19_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=2,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,2,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
0cdd6629,31.4,1711738899,,True,30,2024-03-29_20-01-39,2.275428295135498,88.40944719314575,20954,Nicolass-Air.technicolor.net,127.0.0.1,88.40944719314575,30,"20_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,1.0,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
4a5d212e,0.0,1711738964,,True,12,2024-03-29_20-02-44,0.3293731212615967,14.460943937301636,20883,Nicolass-Air.technicolor.net,127.0.0.1,14.460943937301636,12,"21_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.1000,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,1,1.0,0.02,0.001,0.1,0.001,3.0,,True,0.1,False,True,False,0
7cf98fbe,8.0,1711739037,,True,30,2024-03-29_20-03-57,3.308272123336792,69.48974061012268,21086,Nicolass-Air.technicolor.net,127.0.0.1,69.48974061012268,30,"22_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=0.9900,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.1000,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,0.99,0.1,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
389fa7d6,31.4,1711739083,,True,30,2024-03-29_20-04-43,3.9706568717956543,112.28564357757568,20883,Nicolass-Air.technicolor.net,127.0.0.1,112.28564357757568,30,"23_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=1,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0040,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=450,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,450,5,1,1.0,0.02,0.001,0.004,0.001,3.0,,True,0.1,False,True,False,0
02634c56,104.8,1711739311,,True,30,2024-03-29_20-08-31,12.369009017944336,333.3357503414154,21101,Nicolass-Air.technicolor.net,127.0.0.1,333.3357503414154,30,"24_trial_index=0,alpha=3.0000,autotune=True,buffer_size=10000,capture_video=False,cuda=True,env_id=CartPole-v1,eta=None,exp_name=QREPS,gamma=1.0000,num_envs=4,num_rollouts=5,num_updates=30,policy_lr_end=0.0010,policy_lr_start=0.0200,q_lr_end=0.0010,q_lr_start=0.0200,saddle_point_optimization=True,seed=1,target_entropy_scale=0.1000,torch_deterministic=True,total_timesteps=500,track=False,update_epochs=100,update_policy_epochs=300,use_kl_loss=False,use_linear_schedule=False,wandb_entity=TFG,wandb_project_name=QREPS_CartPole-v1",QREPS,1,True,True,False,QREPS_CartPole-v1,TFG,False,CartPole-v1,500,30,10000,100,300,5,4,1.0,0.02,0.001,0.02,0.001,3.0,,True,0.1,False,True,False,0
